;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
182;VVINF;ADJD;halten;41;NZZ_1998_02_14_a106_seg7_s4;39;Full|-2;Ellwood betont , dass es auf Grund des scharfen Wettbewerbs durch neue Konkurrenten - insbesondere durch die umgewandelten , ehemaligen Bausparkassen , durch neue Anbieter von Finanzdienstleistungen und durch elektronische Bankgeschäfte - nicht mehr ausreiche , die Betriebskosten konstant zu halten .;prozess;rein;done;ambig prozess;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
183;VVFIN;ADJD;ausgehen;23;NZZ_1999_01_08_a155_seg4_s2;21;Full|3|Sg|Past|Ind;Mit zwei Anfragen wies Kantonsrätin Astrid Kugler ( ldu. , Zürich ) darauf hin , dass der Bundesrat seit 1987 konstant davon ausging , dass zwischen Zürich und Wipkingen ein drittes Gleis genüge , dass aber die Kreisdirektion 3 seit 1990 an einem Projekt für ein drittes und viertes Gleis arbeite .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
184;VVFIN;ADJD;fahren;3;NZZ_1993_08_16_a87_seg6_s1;9;Full|3|Sg|Past|Ind;Karl Wendlinger fuhr derweil mit dem anderen Sauber konstant und rückte auf Platz 8 vor , ehe ein Unfall des vor ihm liegenden Johnny Herbert ihn in der 39. Runde zum zweiten Reifenwechsel zwang .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
185;VVPP;ADJD;favorisieren;12;NZZ_1995_04_27_a18_seg3_s1;4;Full|Psp;Da die Sezessionsoption konstant nur von einer Minderheit der Bevölkerung Quebecs favorisiert wird , ist die separatistische Provinzregierung zur alten Formel der « Souveraineté- Association » zurückgekehrt , wobei allerdings zuerst die Unabhängigkeit Quebecs herbeigeführt und erst dann über eine Assoziation verhandelt werden soll .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
186;VVINF;ADJD;halten;22;NZZ_1995_10_05_a168_seg4_s13;20;Full|-2;So beschränkte er sich denn bei Halbzeit darauf , seine Reserve von 43 Sekunden vor Olano mehr oder weniger konstant zu halten .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
187;VVFIN;ADJD;verweigern;37;NZZ_1999_02_16_a19_seg12_s6;34;Full|3|Pl|Past|Ind;Als Hauptgrund für ihre Skepsis führen viele Osttimoresen an , die Indonesier könnten nicht gleichzeitig Hand zu einer friedlichen Lösung des Problems bieten und auf der andern Seite jenen Waffen aushändigen , die konstant den Dialog verweigerten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
188;VVINF;ADJD;halten;40;NZZ_1993_04_22_a80_seg4_s10;34;Full|-2;"Zurzeit können pro Jahr 6 Millionen Tonnen Erz abgebaut und aufbereitet werden ; die Kapazität soll aber mittelfristig auf 6 Millionen Tonnen vergrössert werden , damit man trotz ärmer werdendem Erz die Diamantförderung konstant auf mindestens 35 Millionen Karat halten kann .";prozess;frequenziellPROZ;done;ambig AuW;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
189;VVFIN;ADJD;liegen;26;NZZ_1999_03_25_a252_seg5_s5;27;Full|3|Sg|Pres|Ind;Auch Acquarossa im Bleniotal hat Mineralquellen , eisenhaltig sind sie dort , die rote Farbe hat dem Dorf den Namen gegeben , und die Wassertemperatur liegt konstant bei 25 Grad .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
190;VVFIN;ADJD;verharren;35;NZZ_1994_12_10_a29_seg2_s24;32;Full|3|Sg|Past|Ind;"Zwar ist es richtig , dass unter Reagan die Steuersätze auf den Einkommen mehrmals reduziert wurden ; aber ebenso richtig ist , dass die Steuerquote im Verlauf der achtziger Jahre ziemlich konstant bei 19% verharrte .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
191;VVFIN;ADJD;halten;34;NZZ_1996_09_04_a178_seg9_s12;33;Full|3|Sg|Pres|Ind;Man will aber mit einer viel grösseren Zahl von Spiegeln kleineren Durchmessers arbeiten und dafür das Kontrollsystem weiterentwickeln , das die Form der einzelnen Segmente in jeder Stellung des Teleskops im Raum konstant hält .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
192;VVFIN;ADJD;liegen;33;NZZ_1995_03_17_a17_seg4_s1;29;Full|3|Sg|Pres|Ind;Mr. Paris , 16. März Der Präsidentschaftskandidat des gaullistischen RPR , Chirac , der seit kurzem in den Umfragen vor dem gaullistischen Mitbewerber Balladur und dem Sozialisten Jospin konstant an der Spitze liegt , hat sich zur Vorstellung seines aussen- und europapolitischen Programms Zeit gelassen und es am Donnerstag in Paris , einen Monat nach seinem innenpolitischen Manifest , entsprechend ausführlicher vorgestellt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
193;VVFIN;ADJD;verkennen;26;NZZ_1996_05_11_a222_seg7_s28;28;Full|3|Pl|Pres|Ind;Einerseits sind sie ausserstande , die liberalen Konzepte historisch zu begreifen , als die reflexiven Antworten eben auf die besonderen Anforderungen der Moderne , anderseits verkennen sie konstant den pragmatischen , auf Balancen zielenden Geist des Liberalismus .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
194;VVPP;ADJD;zurückgehen;22;NZZ_1999_10_30_a233_seg3_s10;21;Full|Psp;Seit vier Jahren , als in der Saison 1995/96 noch 19 Rennen ausgetragen wurden , ist die Zahl der Veranstaltungen konstant zurückgegangen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
195;VVFIN;ADJD;spielen;3;NZZ_1997_10_01_a169_seg4_s25;4;Full|3|Sg|Past|Ind;Der Russe spielte konstant , hielt Manta mit von der Grundlinie aus weit hinausgetriebenen Bällen in Bewegung .;prozess;frequenziellPROZ;done;ambig AuW;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
196;VVINF;ADJD;halten;38;NZZ_1995_12_04_a115_seg2_s2;36;Full|-2;Die von 154 Stimmberechtigten besuchte Gemeindeversammlung von Schwerzenbach hat an der Maxime der Behörden gerüttelt , den Gesamtsteuerfuss nach der für 1996 vorzunehmenden Erhöhung um 3 auf 98 Prozent gemäss Finanzplanung bis ins Jahr 2004 konstant zu halten .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
197;VVINF;ADJD;halten;40;NZZ_1993_04_22_a80_seg4_s10;34;Full|-2;"Zurzeit können pro Jahr 6 Millionen Tonnen Erz abgebaut und aufbereitet werden ; die Kapazität soll aber mittelfristig auf 6 Millionen Tonnen vergrössert werden , damit man trotz ärmer werdendem Erz die Diamantförderung konstant auf mindestens 35 Millionen Karat halten kann .";prozess;rein;done;ambig AuW;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
198;VVINF;ADJD;nehmen;21;NZZ_1993_04_29_a90_seg2_s6;17;Full|-2;Vizepräsidentin Mathilde Jolidon hielt fest , es gehe nicht an , dass ein Teil der Bevölkerung konstant Einkommensausfälle in Kauf nehmen müsse , während andere Teuerungszulagen erhielten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
199;VVFIN;ADJD;halten;5;NZZ_1993_08_06_a184_seg7_s4;8;Full|3|Pl|Pres|Ind;Zwei ölhydraulisch angetriebene Stauklappen halten den Stauspiegel konstant .;prozess;rein;done;;möglich;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
200;VVFIN;ADJD;halten;4;NZZ_1993_08_10_a71_seg2_s1;6;Full|3|Sg|Pres|Ind;Das bolivische Nationalteam hält sich konstant in den Schlagzeilen der Südamerika-Qualifikation zur Fussball-WM .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
